CCB,LON,LAT,ZONE_NM,SI_NM
KT,127.0541285,37.5258452,호텔엘루이-청담동-커피숍,서울
KT,127.1279861,37.4322467,호수커피숍-성남동,경기
KT,126.9822511,37.5792721,화동커피집-소격동,서울
KT,126.9822511,37.5792721,화동커피집-화동,서울
KT,126.8643846,37.3021977,호수커피숍,경기
KT,126.6762815,37.4136212,후에버커피-연수동,인천
KT,127.0031279,37.2671171,홍도사사주카페-매산로1가,경기
KT,126.843542,35.2216807,혜윰커피-첨단점,광주
KT,126.9234458,37.5546262,홍대스트릿존-다빈치커피앞KT전주,서울
KT,126.923925,37.5522285,홍대스트릿존-벨라빈스커피앞KT전주,서울
KT,126.9236166,37.5517193,홍대스트릿존-커피스미스앞CCTV,서울
KT,127.1491916,37.3844056,홈스테드커피-율동점,경기
KT,128.3571851,36.0879272,혼스커피-상모점,경북
KT,127.4601356,36.6497263,할리스커피-청주봉명점,충북
KT,128.711111,35.8374857,행복나눔교회-카페휴게실,대구
KT,128.6339659,35.8583863,핸즈커피 KBS점,대구
KT,128.6297888,35.8663984,핸즈커피 MBC점,대구
KT,128.6091064,35.8932867,핸즈커피 경대점,대구
KT,127.4269432,36.6315869,할리스커피-청주하복대점,충북
KT,126.8,36.5184,할리스커피-충남당진점,충남
KT,128.4271596,34.8578867,할리스커피-통영점,경남
KT,126.8112617,36.9526218,할리스커피-행담휴게소점,충남
KT,127.438826,36.3654868,할리스커피숍(송촌점),대전
KT,128.5992022,35.8680916,핸즈커피 공평점,대구
KT,128.5545403,35.8571288,핸즈커피 광장점,대구
KT,128.5903178,35.8554991,핸즈커피 교대점,대구
KT,128.5812824,35.8567356,핸즈커피 대명계대점,대구
KT,128.5969103,35.8701932,핸즈커피 더락점,대구
KT,128.6291277,35.8766183,핸즈커피 동대구점,대구
KT,128.5934647,35.8686266,핸즈커피 동성로점,대구
KT,128.5610459,35.9426585,핸즈커피 동천점,대구
KT,128.5906579,35.8656823,핸즈커피 반월당점,대구
KT,128.5605358,35.9430962,핸즈커피 본점,대구
KT,128.5395945,35.8184011,핸즈커피 상인점,대구
KT,128.5561603,35.8362377,핸즈커피 성당점,대구
KT,128.4926929,35.8551297,핸즈커피 성서점,대구
KT,128.6206752,35.8571154,핸즈커피 수성3가점,대구
KT,128.6135071,35.8608134,핸즈커피 수성점,대구
KT,128.7073095,35.8395559,핸즈커피 시지점,대구
KT,128.5710581,35.8388826,핸즈커피 써니킨점,대구
KT,128.5110108,35.8549684,핸즈커피 이곡점,대구
KT,128.6381412,35.8217616,핸즈커피 지산점,대구
KT,128.5236534,35.8133557,핸즈커피 진천점,대구
KT,128.5901516,35.8893813,핸즈커피 침산점,대구
KT,128.5477963,35.9307512,핸즈커피 태전점,대구
KT,128.5943185,35.8714525,핸즈커피 파티점,대구
KT,129.340848,36.0255474,핸즈커피 포항이동점,경북
KT,129.362538,36.0361276,핸즈커피 포항중앙점,경북
KT,128.6284828,35.8386988,핸즈커피 황금점,대구
KT,129.1007053,35.1371554,핸즈커피-경성대점,부산
KT,129.1109547,35.1327668,핸즈커피-메트로점,부산
KT,127.043929,37.2592087,핸즈커피_영통점,경기
KT,128.0936773,36.1362834,핸즈커피김천연화점,경북
KT,128.3555746,36.0878427,핸즈커피상모점,경북
KT,126.9580161,35.9618375,할리스커피,전북
KT,128.6429596,34.8939234,할리스커피-거제수월점,경남
KT,126.7355649,37.5336701,할리스커피-계양점,인천
KT,126.975547,37.3789894,할리스커피-계원예대점,경기
KT,128.5970751,35.8686916,할리스커피-공평점,대구
KT,126.8562275,37.4786308,할리스커피-광명사거리점,경기
KT,127.1429998,37.5476433,할리스커피-굽은다리역점,서울
KT,126.8477708,37.5304888,할리스커피-까치산역점,서울
KT,126.9433194,37.5139059,할리스커피-노량진역점,서울
KT,127.4336747,36.331901,할리스커피-대전역사점,대전
KT,127.4110754,36.3231957,할리스커피-대전오류점,대전
KT,127.4275739,36.327509,할리스커피-대전은행점,대전
KT,127.3448164,36.361333,할리스커피-대전충남대점,대전
KT,127.0688867,37.2049113,할리스커피-동탄메타폴리스점,경기
KT,127.1164218,37.4062829,할리스커피-동판교M타워점,경기
KT,126.9361906,35.161506,할리스커피-두암점,광주
KT,129.0838081,35.233832,할리스커피-부산대점,부산
KT,126.7320431,37.507846,할리스커피-부평삼산점,인천
KT,129.3787579,36.0588954,할리스커피-북부해수욕장점,경북
KT,128.0863575,34.9407037,할리스커피-삼천포점,경남
KT,128.6840928,35.2201318,할리스커피-상남동,경남
KT,128.1597184,36.4157079,할리스커피-상주서성점,경북
KT,127.0902226,37.3911365,할리스커피-서판교점,경기
KT,127.0765116,37.2479316,할리스커피-수원경희대점,경기
KT,126.9789622,37.2143815,할리스커피-수원대학교점,경기
KT,127.1304289,36.805142,할리스커피-쌍용점,충남
KT,126.8107141,37.3365541,할리스커피-안산선부점,경기
KT,127.0440335,37.465425,할리스커피-염곡점,서울
KT,126.906878,37.5167125,할리스커피-영등포점1,서울
KT,129.2603932,35.5431032,할리스커피-울산대점,울산
KT,129.138376,35.551878,할리스커피-울산역사점,울산
KT,129.4318973,35.4924484,할리스커피-울산일산해수욕장점,울산
KT,126.9994469,37.5710873,할리스커피-종로5가역점,서울
KT,126.9880035,37.5698211,할리스커피-종로점,서울
KT,126.9880035,37.5698211,할리스커피-종로점1,서울
KT,127.1267648,37.4573179,한스카페-동서울대점,경기
KT,128.5624899,35.179756,해피트리키즈카페-해운동,경남
KT,127.1267648,37.4573179,한스카페-복정,경기
KT,127.1267648,37.4573179,한스카페-복정동,경기
KT,127.1267648,37.4573179,한스카페-복정동3,경기
KT,127.0293454,37.2750473,한신커피-인계동,경기
KT,126.8757457,37.5281527,현대41타워카페,서울
KT,126.8975566,37.5288079,헬라스커피-당산동,서울
KT,129.0285135,35.0987042,헬로우커피숍-남포동5가,부산
KT,129.0285135,35.0987042,헬로우커피숍테라스-남포동5가,부산
KT,127.217057,37.2655236,헤어카페-고림동,경기
KT,127.0251815,37.2345255,헤어카페-곡반정동,경기
KT,127.429066,36.6216667,헤어카페IN-가경점,충북
KT,127.0189941,37.6408138,헤어카페지큐-수유동,서울
KT,126.931184,35.1460869,헤어카페樂 -지산동,광주
KT,127.1014962,37.5421177,헤어드카페-광장동,서울
KT,126.8926653,37.4808224,한화비즈메트로-107호카페와룽-구로동,서울
KT,128.6198586,35.8980296,헤리슨커피,대구
KT,127.0027342,36.7818886,헤리우스커피전문점,충남
KT,126.9793579,37.5729503,헤브론커피하우스-명륜4가,서울
KT,126.9004094,37.4538733,헤쉬커피점,서울
KT,126.6574185,37.4523716,한카페,인천
KT,127.0029142,36.7818342,해리우스커피-온천동,충남
KT,126.7220566,37.4014752,허준한방카페-논현동,인천
KT,126.9852821,37.5699112,헌혈카페-종로점,서울
KT,127.0019328,37.5833894,헌혈카페-혜화동,서울
KT,128.6747306,34.7364648,해금강호텔야외카페-갈곶리,경남
KT,129.0823957,35.1961328,허니비커피-거제동,부산
KT,127.0319519,37.512012,한일카페트,서울
KT,127.0234316,37.5240393,한잔의추억-카페,서울
KT,127.0280556,37.4856225,한전아트갤러리-인터넷카페,서울
KT,128.6089054,35.840823,향기커피숍-중동점,대구
KT,126.6515589,37.5309639,행복카페,인천
KT,126.9725476,37.5453875,한국커피교육센터-갈월동,서울
KT,126.9059431,37.5183014,하양나무커피숍-영등포동-1,서울
KT,128.6963604,35.8632982,하로스커피-율하점,대구
KT,126.96225,37.3929453,하루에커피숍,경기
KT,127.7300492,37.6884261,하늘호수팬션-카페,강원
KT,126.9998737,37.582343,하네카페-명륜4가,서울
KT,126.9857186,37.4947519,피쉬앤그릴-방배카페점,서울
KT,126.9244566,37.5539092,피아노카페-서교동,서울
KT,127.0816283,37.2667437,피카소카페-영통동,경기
KT,127.0329111,37.4955243,피티카페-BMS점,서울
KT,126.9279038,37.5198562,피티카페코리아,서울
KT,127.6496449,34.7398851,피플로스팅커피,전남
KT,126.90499,37.5522328,피피커피(1층)-망원동,서울
KT,126.90499,37.5522328,피피커피(B1층)-망원동,서울
KT,126.7375821,37.5387761,필카페-용종동,인천
KT,127.0958877,37.5984208,한국마사회-중랑지점 카페테리아,서울
KT,127.0704167,37.1443252,파티아이엔지 카페,경기
KT,128.2087778,37.17498,파티오커피숍-(세명로-홈),충북
KT,127.0618026,37.209315,파파로티 커피숍-반송동,경기
KT,127.0570629,37.5047409,플라워&카페-대치동-1,서울
KT,127.0242425,37.5201508,프리스티지-벨리타커피플라워,서울
KT,127.021627,37.5223133,프리스티지-압구정볶는커피,서울
KT,127.0195856,37.5205456,프리스티지-전광수카페,서울
KT,127.1051892,37.3610368,프리스티지본카페-정자동,경기
KT,126.9806991,37.581332,프리스티지존-카페 물음표,서울
KT,126.9817002,37.5846376,프리스티지존-카페 포올 시즌스,서울
KT,129.0276387,35.3367321,프린세스-커피점,경남
KT,127.0010856,37.2678297,프린세스커피숍-매산로1가,경기
KT,129.3862195,36.0775367,포우커피&바,경북
KT,127.0496815,37.7394278,포유카페-의정부동,경기
KT,126.9357593,37.4693183,포이트리커피숍-대학동,서울
KT,127.1109846,37.3862151,파리바게뜨-판교카페,경기
KT,127.1055903,37.3702317,파스쿠찌-분당 정자카페점,경기
KT,126.6844165,37.790848,프로방스-로제와인 커피,경기
KT,126.6844165,37.790848,프로방스-유리정원커피,경기
KT,126.6844165,37.790848,프로방스-카페겔러리파주,경기
KT,126.6844165,37.790848,프로방스-카페로즈,경기
KT,126.6844165,37.790848,프로방스-파주카페 빌리지5,경기
KT,126.923503,35.1490215,프로방스커피점-장동,광주
KT,127.1109479,37.3214616,프로젝트D-커피숍,경기
KT,127.1277672,37.2713485,파리바게뜨-카페강남대,경기
KT,127.0248112,37.502522,파리바게뜨-카페강남본,서울
KT,127.0272589,37.4994551,파리바게뜨-카페강남역(PB),서울
KT,126.7332866,37.5427397,파리바게뜨-카페계산,인천
KT,127.0019024,37.5784605,파리바게뜨-카페마로니에,서울
KT,127.0271417,37.6246798,파리바게뜨-카페미아역(PB),서울
KT,126.9820488,37.5797425,파리바게뜨-카페삼청동,서울
KT,127.0481203,37.5056846,파리바게뜨-카페선릉(PB),서울
KT,127.0252528,37.637986,파리바게뜨-카페수유역(PB),서울
KT,127.0192826,37.5155161,파리바게뜨-카페신사(PB),서울
KT,126.9667303,37.5275673,파리바게뜨-카페신용산중앙,서울
KT,126.9371252,37.5570316,파리바게뜨-카페신촌(PB),서울
KT,127.0098508,37.5553068,파리바게뜨-카페약수,서울
KT,126.9465796,37.5606558,파리바게뜨-카페이대역,서울
KT,126.9775261,37.5185013,파리바게뜨-카페이촌(PB),서울
KT,127.0101614,37.6083759,파리바게뜨-카페정릉,서울
KT,126.9851485,37.5699137,파리바게뜨-카페종로(PB),서울
KT,126.9858681,37.5685999,파리바게뜨-카페청계(PB),서울
KT,127.0601688,37.5102323,파리바게뜨-카페코엑스(PB),서울
KT,126.94454,37.5881333,파리바게뜨-카페홍제역,서울
KT,126.8319075,37.6351921,파리바게뜨-카페화정역,경기
KT,129.1012276,35.1361771,프란쪼-커피전문점,부산
KT,127.2854987,36.6186628,프랑슈가 커피숍-신만리,충남
KT,126.9857055,37.4973099,프레쉬버거-방배카페골목점,서울
KT,126.9434743,37.5127891,프렌드만화카페,서울
KT,126.7242269,37.6931699,프렌치오크카페-가좌동,경기
KT,126.9228967,37.4002488,프렌치키스커피숍-프렌치키스-1,경기
KT,126.9217615,37.5781999,프라임커피-남가좌동,서울
KT,127.0272589,37.4994551,파리바게트-카페강남점,서울
KT,127.0601688,37.5102323,파리바게트-카페코엑스점,서울
KT,127.0821194,37.3041056,파리바게트카페(상현점)-상현동,경기
KT,127.0467737,37.5041357,파리바케트-카페선릉역점,서울
KT,128.3108541,36.1460165,파리커피숍-봉곡점,경북
KT,128.6890029,35.2422308,펠리스커피-사림동,경남
KT,126.7696426,37.6595045,퍼즐카페물루-장항동,경기
KT,127.4947665,36.6462932,풀문커피숍-수동,충북
KT,127.1294291,37.3845096,풀시리커피,경기
KT,129.030608,35.1021667,퍼스트커피샵-퍼스트커피샵,부산
KT,126.924227,37.5554713,폴릭카페-서교동,서울
KT,129.1491675,35.375409,폴인커피-덕계동,경남
KT,127.0525985,37.5067316,푸드카페와-삼성점,서울
KT,127.0547318,37.5905954,팡세카페-회기동점,서울
KT,129.3659101,36.0403061,포항중심상가 착한커피,경북
KT,127.0226747,37.5091198,폭스커피_논현동,서울
KT,128.6901442,35.9917111,팔공파크호텔-커피숍-B1,대구
KT,127.4461514,37.2789584,피셀로커피-창전동,경기
KT,126.6539394,37.4586996,파리바게뜨-용현카페,인천
SKT,127.0005556,37.2675,카페베네 수원역점 1F,경기
KT,126.9856729,37.4951173,파리바게뜨-방배카페골목,서울
SKT,127.0833333,37.54111111,어컵오브커피(구의동)1F,서울
KT,126.959601,37.5070763,파리바게뜨-중앙대카페점,서울
KT,127.0617862,37.5079862,파리바게뜨-삼성카페,서울
KT,127.1062761,37.37152,파리바게뜨-정자카페 ,경기
KT,127.1233517,37.3696592,파리바게뜨-분당수내카페,경기
KT,129.0647441,35.0778189,토토 커피shop-동삼동,부산
KT,128.8090288,35.2038321,토마토카페테리아-삼문리,경남
KT,126.9858097,37.4946202,탐앤탐스-방배카페골목점,서울
KT,127.0462463,37.5183022,파리바게뜨-강남구청카페,서울
KT,126.7172235,35.9662357,파라디아커피-수송동,전북
KT,126.9916965,37.5647492,파라티커피숍-초동,서울
KT,126.4523792,37.4478107,파리바게뜨-PC카페(인천공항),인천
KT,127.1241469,35.8177734,티엠지커피SHOP-중화산동2가,전북
KT,129.3312681,35.5432861,티파니커피숍-달동,울산
KT,126.9793579,37.5729503,티플러스카페-명륜동2가,서울
KT,127.1211959,37.3319367,테지움카페-죽전동,경기
KT,126.9041419,37.517007,타임스퀘어-네스카페,서울
KT,127.0535573,37.5081026,텀블더 커피,서울
KT,127.4270209,36.327592,크레이지커피켓츠-대전은행점,대전
KT,126.9546518,37.391325,트랄라카페-호계동,경기
KT,126.9617547,37.3943052,트레비엔커피점-관양동,경기
KT,127.0272589,37.4994551,투썸플레이스-커피강남역,서울
KT,126.9109448,35.1336984,투앤투커피숍-주월동,광주
KT,127.0933675,37.5333713,터미널커피숍-구의동,서울
KT,127.0318061,37.4906325,털리스커피-뱅뱅사거리점,서울
KT,127.3840784,36.3464172,킹덤인플라워커피-탄방점,대전
KT,127.0281716,37.2774111,키브한 커피,경기
KT,127.0732948,37.206384,키브한커피=동탄북광장점,경기
KT,127.0778571,37.2479583,키브한커피전문점-영통동,경기
KT,127.0778571,37.2479583,키브한커피전문점-영통동(증설),경기
KT,128.3329924,36.1279168,키스더커피-원평점,경북
KT,127.0788856,37.2483826,키스타운카페-영통동,경기
KT,129.3374312,35.5401481,타로커피숍삼산점-카페,울산
KT,129.4303707,35.494919,타로커피숍일산점-카페,울산
KT,126.9131681,37.5482465,투리스모(카페)-합정동,서울
KT,128.635742,35.8549357,키다리커피숍-범어점,대구
KT,126.8505191,37.3072053,탐앤탐스커피-탐앤탐스 한대역앞점,경기
KT,129.0606771,35.1974373,탐앤탐스커피-탐앤탐스-부산사직점,부산
KT,126.6983355,35.9560474,탐앤탐스커피-탐앤탐스군산은파유원지점,전북
KT,127.1365765,37.4425251,탐앤탐스커피-태평동점,경기
KT,126.9515824,37.3468592,탐앤탐스커피-한세대학교점,경기
KT,128.6825963,35.2228328,키즈앤맘카페-상남동,경남
KT,126.9303873,37.3592167,키즈카페 에너키즈-산본점,경기
KT,126.7211633,37.493679,키즈카페-부평동,인천
KT,126.9294028,37.5655063,키즈카페-연희동,서울
KT,127.0954156,37.3245121,키즈카페-풍덕천동,경기
KT,126.9475985,37.5851421,키즈카페-홍제동,서울
KT,127.1518725,37.4434081,키즈카페뀨숑-신흥,경기
KT,127.1212088,35.8654516,키즈카페어린왕자 전주점,전북
KT,127.0628192,37.6570687,키즈카페어린왕자-상계점,서울
KT,126.8336945,37.6140026,탑스커피-행신동,경기
KT,126.7152142,35.9687963,탐앤탐스커피-군산수송점,전북
KT,126.9593818,37.478122,탐앤탐스커피-낙성대역점,서울
KT,126.9141956,37.4814196,탐앤탐스커피-난곡사거리점,서울
KT,126.9386635,37.512873,탐앤탐스커피-노량진점,서울
KT,127.0638843,37.6553724,탐앤탐스커피-노원점,서울
KT,128.6147271,35.8263605,탐앤탐스커피-대구수성못호반점,대구
KT,128.6205833,35.8294408,탐앤탐스커피-대구수성못호반점,대구
KT,127.4364729,36.3672791,탐앤탐스커피-대전송촌점,대전
KT,127.0034601,37.5831419,탐앤탐스커피-대학로2호점,서울
KT,127.0617495,37.2093299,탐앤탐스커피-동탄센트럴파크점,경기
KT,127.0941382,37.5980361,탐앤탐스커피-망우역점,서울
KT,127.0344342,37.5582108,탐앤탐스커피-무학여고점,서울
KT,129.0679605,35.1384733,탐앤탐스커피-부산문현점,부산
KT,126.7823171,37.4855438,탐앤탐스커피-부천역점,경기
KT,128.0850136,35.0767171,탐앤탐스커피-사천점,경남
KT,127.085736,37.595589,탐앤탐스커피-상봉역사점,서울
KT,126.6758154,37.5440977,탐앤탐스커피-서구청점,인천
KT,126.9980947,37.58271,탐앤탐스커피-성대입구점,서울
KT,127.1815063,37.6504031,탐앤탐스커피-소리소점,경기
KT,127.060961,37.0797537,탐앤탐스커피-송탄점,경기
KT,127.044082,37.2787653,탐앤탐스커피-수원아주대점,경기
KT,126.9706122,37.5624639,탐앤탐스커피-순화점,서울
KT,129.1400384,35.799655,탐앤탐스커피-신경주역사점,경북
KT,127.131291,37.4877656,파리바게뜨-문정카페,서울
KT,126.961197,37.4033704,파리바게뜨-관양카페,경기
KT,126.9379347,37.5558225,탐앤탐스커피-신촌로터리점,서울
KT,127.4299087,36.4471769,탐앤탐스커피-신탄진점,대전
KT,126.9865805,37.5772595,탐앤탐스커피-안국역점,서울
KT,127.0405194,37.4691999,탐앤탐스커피-양재2호점,서울
KT,126.896661,37.5268551,탐앤탐스커피-영등포구청역점,서울
KT,127.0584724,37.2462036,탐앤탐스커피-영통점,경기
KT,126.7448116,37.4993929,탐앤탐스커피-웅진플레이도시점,경기
KT,126.7017766,37.4462213,탐앤탐스커피-인천구월점,인천
KT,127.1214407,35.8318888,탐앤탐스커피-전주서신점,전북
KT,127.1669368,35.8358288,탐앤탐스커피-전주아중리점,전북
KT,126.7363437,37.3462371,탐앤탐스커피-정왕점,경기
KT,126.7608185,37.503639,탐앤탐스커피-중동,경기
KT,127.0458986,37.651399,탐앤탐스커피-창동점,서울
KT,127.5870639,37.8272162,탐앤탐스커피-탐앤탐스 강촌엘리시안,강원
KT,127.1392999,36.4735198,탐앤탐스커피-탐앤탐스 공주점,충남
KT,126.8,36.5184,탐앤탐스커피-탐앤탐스 당진점,충남
KT,127.1215414,37.3840305,탐앤탐스커피-탐앤탐스 분당서현역점,경기
KT,127.0877587,37.3195812,탐앤탐스커피-탐앤탐스 수지풍덕천동점,경기
KT,126.9379347,37.5558225,탐앤탐스커피-탐앤탐스 신촌로터리점,서울
KT,127.0344078,37.4852042,탐앤탐스커피-탐앤탐스 양재역점,서울
KT,127.4464897,37.2777273,탐앤탐스커피-탐앤탐스 이천점,경기
KT,126.9609313,37.5079603,탐앤탐스커피-탐앤탐스 중앙대점,서울
KT,129.3972418,36.0798853,탐앤탐스커피-탐앤탐스 포항양덕점,경북
KT,127.7438856,37.8736374,탐앤탐스커피-강원대점,강원
KT,127.0766296,37.5455886,탐앤탐스커피-건대2호점,서울
KT,126.9496266,37.5442488,탐앤탐스커피-공덕역점,서울
KT,127.047337,37.3042402,탐앤탐스커피-광교웰빙타운점,경기
KT,126.8840333,37.4478621,탐앤탐스커피-광명소하이마트점,경기
KT,126.6854477,35.9477876,탐앤탐스커피-군산대점,전북
KT,127.506169,36.6316325,토프레스커피숍-청주용담점,충북
KT,126.3870779,34.9683241,톱머리해수욕장-무안비치호텔커피숍,전남
KT,128.114861,36.1358729,통가커피숍-신음점,경북
KT,129.3878178,36.0760637,통나무스케침커피전문점,경북
KT,126.8488906,37.557955,토스트랑커피랑-등촌3동,서울
KT,127.0541652,37.5828446,토스트앤커피-전농동,서울
KT,126.7243065,37.4931159,퀸스카페-부평동,인천
KT,127.0520941,37.7412573,코코아카페-의정부1동점,경기
KT,129.0312977,35.0996216,코코커피숍-광복동3가,부산
KT,129.0312977,35.0996216,코코커피숍테라스-광복동3가,부산
KT,129.0312977,35.0996216,코코커피숍휴게실-광복동3가,부산
KT,127.1162476,37.3795145,코페아커피-수내동-1호점,경기
KT,127.1122975,37.3781018,코페아커피-수내동-2호점,경기
KT,128.6223836,35.8571165,코페아커피-수성범어점,대구
KT,129.3995531,36.082069,콘테커피-양덕점,경북
KT,127.0441266,37.2767553,콩알커피숍-원천동,경기
KT,126.7214954,37.4940971,콩팩토리커피숍-부평동,인천
KT,127.0308214,37.6470746,콰스타커피-쌍문3동,서울
KT,127.2367232,37.647889,콰스타커피-평내점,경기
KT,127.4267512,36.3280719,쿠파조커피숍-은행동,대전
KT,127.0515899,37.2349724,코코로티커피-망포동,경기
KT,127.0737241,37.6606283,크레마카페-중계동,서울
KT,126.937347,37.557913,크레마커피숍-창천동,서울
KT,127.0711223,37.1901554,카페베네-동탄메타CGV점,경기
KT,127.0730558,37.2064948,카페베네-동탄북광장점,경기
KT,127.0715752,37.2022895,카페베네-동탄하이페리온점,경기
KT,127.3763148,36.350985,카페베네-둔산중앙점,대전
KT,127.1446276,37.5345232,카페베네-둔촌고교사거리,서울
KT,126.8633771,37.5495824,카페베네-등촌역점,서울
KT,126.8443392,37.5582043,카페베네-등촌점,서울
KT,127.0980274,37.5112348,카페베네-롯데월드점,서울
KT,128.5662448,35.194483,카페베네-마산중앙점,경남
KT,128.5751996,35.2059699,카페베네-마산창동점,경남
KT,127.3820006,36.3661599,카페베네-만년점,대전
KT,126.7323017,37.4546737,카페베네-만수주공 사거리점,인천
KT,127.0392648,37.470061,카페베네-매헌역점,서울
KT,127.0779003,37.6148192,카페베네-먹골역점,서울
KT,126.9828862,37.5633734,카페베네-명동눈스퀘어점,서울
KT,126.9836889,37.560443,카페베네-명동세대빌딩점,서울
KT,126.9876587,37.5619223,카페베네-명동세종호텔점,서울
KT,126.9856914,37.561099,카페베네-명동점,서울
KT,128.9030129,35.0817018,카페베네-명지점,부산
KT,127.1296961,37.4327035,카페베네-모란점,경기
KT,126.8719581,37.5191188,카페베네-목동14단지점,서울
KT,126.8634482,37.5315517,카페베네-목동사거리점,서울
KT,126.8637941,37.5273985,카페베네-목동역점,서울
KT,126.8802542,37.535793,카페베네-목동파리공원점,서울
KT,126.4373919,34.9109437,카페베네-목포대점,전남
KT,126.4357413,34.7973583,카페베네-목포평화광장점,전남
KT,126.9794682,37.5694872,카페베네-무교사거리점,서울
KT,126.9174385,35.1470259,카페베네-무등시네마충장점,광주
KT,128.1857157,36.5856225,카페베네-문경 시청점,경북
KT,126.8,36.5184,카페베네-문예의전당점,충남
KT,127.1304303,37.4870024,카페베네-문정역점,서울
KT,129.0699165,35.1372554,카페베네-문현로타리점,부산
KT,127.0242173,37.6320892,카페베네-미아점,서울
KT,127.0634404,37.6567015,카페베네-노원역점,서울
KT,127.3196823,36.3741938,카페베네-노은점,대전
KT,127.0875987,36.1949035,카페베네-논산 취암점,충남
KT,127.0299411,37.5166178,카페베네-논현로점,서울
KT,127.0376991,37.5214442,카페베네-논현점,서울
KT,127.0523757,37.5674369,카페베네-답십리점,서울
KT,126.9007243,37.5342166,카페베네-당산역점,서울
KT,126.9007243,37.5342166,카페베네-당산역점,서울
KT,126.8,36.5184,카페베네-당진터미널점,충남
KT,128.4650259,35.858893,카페베네-대구 다사점,대구
KT,128.6513905,35.8810648,카페베네-대구 동천유원지점,대구
KT,128.7241107,35.8668602,카페베네-대구 동호점,대구
KT,128.5460201,35.9266015,카페베네-대구 보건대점,대구
KT,128.5554915,35.8719132,카페베네-대구 서구청점,대구
KT,128.5357392,35.8495582,카페베네-대구 죽전점,대구
KT,128.6222517,35.8378235,카페베네-대구 황금점,대구
KT,128.6228441,35.8620542,카페베네-대구범어점,대구
KT,127.0682907,37.144669,코비커피-오산동,경기
KT,127.1437315,37.5505491,코스마이커피-천호동,서울
KT,128.5875108,35.8683575,캠프바이 커피명가,대구
KT,127.1277311,37.4652147,커피 toah,경기
KT,126.9701243,37.2968783,커피 꿈을 볶다-율전동,경기
KT,126.7330901,37.5172333,캐미커피-삼산동,인천
KT,127.1259238,37.5381499,캐빈커피숍,서울
KT,128.6223209,35.8271245,카페베네-대구수성못점,대구
KT,128.5792924,35.8353605,카페베네-대구앞산점,대구
KT,128.5312808,35.8584813,카페베네-대구용산점,대구
KT,128.51,35.8549763,카페베네-대구이곡점,대구
KT,128.5871573,35.8837826,카페베네-대구침산점,대구
KT,129.1053785,35.1394979,카페베네-대남로타리점,부산
KT,126.8971889,37.4998289,카페베네-대림역점,서울
KT,126.9246348,37.5095834,카페베네-대방역점,서울
KT,128.0829886,35.193815,카페베네-대안점,경남
KT,129.3390118,36.0251552,카페베네-대잠점,경북
KT,127.3720609,36.3225564,카페베네-대전 배재대점,대전
KT,127.374449,36.3459265,카페베네-대전갈마점,대전
KT,127.3778062,36.2884029,카페베네-대전농협하나로마트점,대전
KT,127.3788344,36.3528799,카페베네-대전둔산점,대전
KT,127.3175549,36.3872054,카페베네-대전반석점,대전
KT,127.4089694,36.3209817,카페베네-대전세이점,대전
KT,127.3878962,36.3492748,카페베네-대전시청점,대전
KT,127.3973398,36.4015236,카페베네-대전엑스포코아점,대전
KT,127.436054,36.3493532,카페베네-대전용전점,대전
KT,127.3816382,36.3594303,카페베네-대전청사점,대전
KT,127.3942556,36.3462457,카페베네-대전탄방점,대전
KT,127.3939041,36.3184243,카페베네-대전태평점,대전
KT,127.4385164,36.3521082,카페베네-대전터미널 동관점,대전
KT,127.4385164,36.3521082,카페베네-대전터미널 서관점,대전
KT,127.4268575,36.3509632,카페베네-대전한남대점,대전
KT,127.0532268,37.5014889,카페베네-대치점,서울
KT,127.0543361,37.5042839,카페베네-대치포스코점,서울
KT,127.0039337,37.5802239,카페베네-대학로마로니에점,서울
KT,126.7471715,37.6766537,카페베네-대화역점,경기
KT,127.4244576,36.3273534,카페베네-대흥점,대전
KT,127.2109886,37.586847,카페베네-덕소역점,경기
KT,127.125746,35.843803,카페베네-덕진동1가점,전북
KT,129.0058525,35.2098836,카페베네-덕천로타리점,부산
KT,126.885381,35.1234777,카페베네-광주풍암점,광주
KT,126.8826586,35.1567587,카페베네-광주화정점,광주
KT,126.8803477,35.1597624,카페베네-광천유스퀘어점,광주
KT,126.9722532,37.5703734,카페베네-광화문구세군점,서울
KT,127.0149242,37.4880556,카페베네-교대사거리점,서울
KT,127.0120696,37.4844861,카페베네-교대사거리점-1-70,서울
KT,127.0250109,37.5049105,카페베네-교보타워사거리점,서울
KT,126.9011797,37.4831013,카페베네-구로디지털역점,서울
KT,127.1331221,37.6083169,카페베네-구리녹색병원점,경기
KT,127.1340829,37.6048667,카페베네-구리녹색병원점,경기
KT,127.1426697,37.6011288,카페베네-구리돌다리점,경기
KT,127.1391861,37.6061538,카페베네-구리인창점,경기
KT,127.1397735,37.586709,카페베네-구리장자못공원점,경기
KT,128.324879,36.1238959,카페베네-구미 금오산점,경북
KT,128.311018,36.1534607,카페베네-구미 봉곡점,경북
KT,128.3310721,36.12859,카페베네-구미역점,경북
KT,128.4204776,36.1056151,카페베네-구미인동점,경북
KT,127.1224608,37.3873091,코나커피-서현동,경기
KT,127.0030039,36.7820891,캔모아커피??온천점,충남
KT,127.4288145,36.3280007,칼라커피숍-대전은행점,대전
KT,128.3396389,36.1144041,카페베네-구미형곡점,경북
KT,126.9871614,37.5011293,카페베네-구반포역점,서울
