CCB,LON,LAT,ZONE_NM,SI_NM
SKT,126.6769444,37.4125,필라이브카페(연수동),인천
SKT,127.0655556,37.5725,카페랜스(답십리동),서울
SKT,127.0813889,37.49,카페띠아모 일원,서울
SKT,127.1163889,35.7975,온스커피숍,전북
SKT,126.9408333,37.55888889,카페뉴욕샌드위치(창천동),서울
SKT,126.9147222,37.5925,커피생각(응암동),서울
SKT,127.0425,37.27694444,키브한커피(우만점),경기
SKT,126.9144444,37.59833333,카페스토리(신사동),서울
SKT,128.3847222,36.10027778,에스페란토 카페_공단동,경북
SKT,128.6611111,35.15,사과나무커피나무(중앙동),경남
SKT,127.0458333,37.59083333,트라이앵글카페(청량리동),서울
SKT,127.0619444,37.50805556,E&T 삼성역점 ZOO커피,서울
SKT,128.5841667,38.20194444,커피휘림(속초청학),강원
SKT,128.4216667,36.11,구스토 커피_황상동,경북
SKT,129.0580556,35.15305556,가베두림커피샵(부전동),부산
SKT,129.0311111,35.10055556,커피공방2F,부산
SKT,126.7038889,35.96416667,카페띠아모 나운점,전북
SKT,126.9025,37.48333333,갤러리 커피숍(관악구) 2F,서울
SKT,126.8630556,37.54888889,갤러리카페(등촌동),서울
SKT,127.0563889,37.62944444,카페 LEH(월계동),서울
SKT,127.4866667,36.63583333,카페베네 청주서문로데오점,충북
SKT,129.06,35.15527778,마들렌커피샵(부전2동),부산
SKT,127.171615,37.5857105,카페테리아(수석동) 별관 2F 테라스,경기
SKT,127.2980556,36.60305556,카페베네 조치원점,세종
SKT,128.6233333,35.83944444,ZOO카페_두산동,대구
SKT,126.9369444,37.55861111,할리스커피숍(창천동),서울
SKT,126.9583333,35.96333333,카페베네 익산원광대점,전북
SKT,127.0611111,37.50666667,카페7그램 삼성점,서울
SKT,128.8138889,37.90694444,주문진리조트 커피샵,강원
SKT,129.03,35.09944444,카페플루(창선동),부산
SKT,127.0294444,37.58694444,바른생활카페 고대점,서울
SKT,129.0413889,35.09111111,할리스커피 부산영도대교점,부산
SKT,127.2083333,37.55111111,제논커피(덕풍동),경기
SKT,127.07,37.56916667,수모텔(장안동) 드메인커피,서울
SKT,127.0141667,37.65166667,커피룸(쌍문점),서울
SKT,127.0002778,37.58333333,카페엘리스(명륜동2가),서울
SKT,126.9383333,37.55805556,커피앤(창천동)2F,서울
SKT,126.9744444,37.27083333,카페감동(사우동),경기
SKT,127.1058333,37.50388889,카페슬로우(석촌동),서울
SKT,127.1263889,37.54916667,카페플랫(암사동),서울
SKT,126.7747222,37.76333333,커피스토리(금촌동),경기
SKT,127.0605556,37.59527778,카페풀립(이문동),서울
SKT,127.0386111,37.52722222,미리보기카페(신사동),서울
SKT,126.9186111,37.55472222,북카페정글(서교동) 3F,서울
SKT,126.9519444,37.55611111,대호커피숍(아현동),서울
SKT,127.1527778,35.85666667,코코빈커피전문점,전북
SKT,128.5636111,35.85888889,코리아커피아카데미_두류동,대구
SKT,126.9236111,37.55638889,할리스커피 홍대역점,서울
SKT,126.9225,37.5525,레드카페(서교동),서울
SKT,127.1286111,37.305,칼빈대학교 강당 1F 북카페,경기
SKT,126.8858333,37.58472222,DMC첨단산업센터 B1 카페,서울
SKT,128.5358333,35.8075,카페베네 대구대곡점,대구
SKT,127.1430556,37.49472222,더카페(거여동),서울
SKT,126.9227778,37.55166667,카페JASE(서교동),서울
SKT,126.9363889,37.55722222,쿠아카페(창천동),서울
SKT,127.2255556,37.00027778,커피트리(내리),경기
SKT,127.0844444,37.50444444,카페모카몽(잠실동),서울
SKT,126.8744444,37.52444444,주커피 오목교점,서울
SKT,127.1344444,37.49722222,커피볶는집애즈(가락동),서울
SKT,126.9775,37.51777778,커피미학,서울
SKT,127.0044444,37.64388889,전광수 커피하우스(수유동),서울
SKT,126.8325,37.61555556,카페ARTIN(행신동),경기
SKT,127.0855556,37.545,카페베네 구의사거리점,서울
SKT,129.0983333,35.20055556,카페도우 안락점,부산
SKT,129.0986111,35.20111111,로터스커피 안락동,부산
SKT,127.0575,37.57305556,나무그늘카페 답십리2점,서울
SKT,129.1633333,37.44416667,데일리커피숍(삼척당저),강원
SKT,127.0755556,37.53194444,카페딥 자양점 2F,서울
SKT,126.9608333,37.50805556,테라롯사커피(흑석동),서울
SKT,127.49,37.25194444,카페베네 이천하이닉스점 1F,경기
SKT,126.7766667,37.49861111,커피드림(중동),경기
SKT,126.9233333,37.57888889,커피니(서대문구),서울
SKT,126.4619444,33.44916667,한스북카페,제주
SKT,127.0888889,37.50333333,어멍카페(삼전동),서울
SKT,127.0769444,37.24666667,커피플레이스(서천동),경기
SKT,127.5469444,37.20277778,아라비카커피 여주점 1F,경기
SKT,126.6780556,37.56555556,파란우산카페(검암동),인천
SKT,126.9186111,37.55472222,북카페정글(서교동),서울
SKT,127.7283333,37.88055556,딜카페(춘천중앙),강원
SKT,127.0716667,37.54416667,놀이터커피숍 건대점 1F,서울
SKT,127.0697222,37.54055556,짚쌩 커피호프 건대점 2F,서울
SKT,127.0283333,37.62194444,커피밀(미아동),서울
SKT,127.03,37.51611111,Rain카페(논현동),서울
SKT,126.9022222,37.53305556,이디야 커피숍(당산동),서울
SKT,126.8627778,37.52777778,유리구두 커피전문점(신정동),서울
SKT,126.9186111,37.61888889,이디야커피 갈현점,서울
SKT,126.9958333,37.4825,아이러브커피(방배동),서울
SKT,126.9944444,37.48444444,카페루이스 방배점,서울
SKT,127.0741667,37.57194444,하비카페(장안동),서울
SKT,127.0277778,37.50361111,스위트키친카페(역삼1동),서울
SKT,127.0491667,37.475,마티스 커피본점(개포동),서울
SKT,127.0313889,37.50055556,아바앤커피(역삼동),서울
SKT,128.945,37.77361111,커피커퍼 본점 1F,강원
SKT,128.9469444,37.7725,커피커퍼1호점 1F,강원
SKT,128.9469444,37.7725,커피커퍼1호점 3F,강원
SKT,127.0602778,37.59555556,싱크인카페(이문동),서울
SKT,127.0547222,37.59805556,나무커피볶는집(이문동),서울
SKT,126.5433333,33.50194444,카페띠아모일도점_제주시_일도2동M,제주
SKT,127.0461111,37.51055556,걸작카페(삼성동),서울
SKT,127.1258333,35.84388889,아람카페,전북
SKT,127.0361111,37.5,강남파이낸스센터(역삼동) 베이커리카페,서울
SKT,127.0277778,37.52388889,브래드앤코카페(신사동),서울
SKT,127.0558333,37.51222222,라피도르커피(삼성동),서울
SKT,128.6844444,35.22194444,카페도우(남천점),부산
SKT,127.1347222,37.54666667,블레오커피숍(천호동),서울
SKT,126.5291667,33.49972222,커피쟁이_제주_이도2동M,제주
SKT,126.9366667,37.46916667,카페빈어홀릭(신림동),서울
SKT,127.2427778,37.65388889,더율커피(호평동),경기
SKT,127.0097222,37.585,이니디커피,서울
SKT,126.7286111,37.49777778,카페스카이스타(부평동),인천
SKT,127.0875,37.5575,커피마마 중곡동 1F,서울
SKT,127.0761111,37.54527778,버즈커피 건대점 1F,서울
SKT,127.0202778,37.59138889,카페플로란스(동선동3가),서울
SKT,127.0925,37.55194444,림스커피 광진구 1F,서울
SKT,127.0911111,37.54888889,커피향기 광진구 1F,서울
SKT,128.0666667,35.17305556,카페띠아모 진주평거점,경남
SKT,127.0691667,37.54055556,할리스커피 건대입구점,서울
SKT,127.1586111,37.60861111,부영애시앙상가(도농동) 커피마마,경기
SKT,127.1508333,37.4425,카페베네 성남신흥점,경기
SKT,126.7527778,37.48944444,커피갤러리(상1동),경기
SKT,128.0625,35.17222222,커피플라워(평거동),경남
SKT,127.0436111,37.27527778,카페레이커피샵(우만동) 4F,경기
SKT,127.1411111,37.60472222,미스터커피 구리인창점,경기
SKT,127.5025,36.60777778,카페베네 청주용암점,충북
SKT,126.9986111,37.59138889,샐리살롱카페 혜화점,서울
SKT,126.9963889,37.58638889,CASA카페(명륜3가),서울
SKT,127.2969444,36.60222222,밀라노커피숍,세종
SKT,127.0886111,36.9925,카페루미(평택동),경기
SKT,128.8766667,37.84,쉘리스 커피,강원
SKT,128.0941667,35.17861111,카페베네 진주산업대점,경남
SKT,129.3266667,35.5375,커피빛(달동),울산
SKT,127.7286111,37.88416667,티이오카페(춘천요선),강원
SKT,126.4897222,33.48833333,커피피플 연동점,제주
SKT,127.0352778,37.50694444,카페레이도커피숍(역삼동),서울
SKT,126.9116667,35.15416667,카페티아모광주롯데점_동구_금남로5가M,광주
SKT,128.5847222,35.85611111,뮬카페,대구
SKT,128.5663889,35.88,민커피샵,대구
SKT,128.6505556,35.88055556,커피이야기 효목점,대구
SKT,127.0022222,37.58361111,사주카페,서울
SKT,126.8380556,37.33111111,톨카페(고잔동),경기
SKT,127.0672222,37.14527778,레브커피숍,경기
SKT,126.9188889,37.61833333,머그씨커피숍(갈현동),서울
SKT,126.9388889,37.46972222,프랑커스커피(대학동),서울
SKT,126.8802778,37.43666667,카페나루(소하동),경기
SKT,128.5697222,35.88722222,아진커피숍(비산동),대구
SKT,127.7527778,37.88944444,카페 뽀앤쏘(춘천후평),강원
SKT,128.8819444,37.75583333,커피커퍼 교동점,강원
SKT,128.5352778,35.82222222,아다지오커피숍_상인동,대구
SKT,126.7422222,37.48583333,커피트리카페(일신동),인천
SKT,127.0844444,37.51055556,커피타는 고양이(잠실동),서울
SKT,127.1586111,37.60861111,부영애시앙상가(도농동) 커피뉴욕,경기
SKT,127.1336111,37.5925,커피 마마(교문동),경기
SKT,127.0783333,37.61333333,커피앤(묵동),서울
SKT,126.8388889,37.33,행복한카페 고잔점,경기
SKT,126.9188889,37.61861111,BALI커피숍(갈현동),서울
SKT,128.7244444,35.82388889,카페리코 경산옥산점,경북
SKT,128.3372222,36.11416667,커피스토리 구미형곡,경북
SKT,126.9708333,37.29694444,커피로지(율전동),경기
SKT,127.0038889,37.64361111,커피볶는미쓰김(수유동),서울
SKT,126.8633333,37.52666667,카페유로시안 신정동,서울
SKT,127.075,37.54944444,카페베네 세종대학생회관점 3F,서울
SKT,127.1269444,35.86277778,블리스커피(송천동)_M,전북
SKT,129.0675,35.20555556,카페베네 부산미남역점,부산
SKT,126.465,33.50277778,벨루인커피,제주
SKT,126.4969444,33.48416667,제주커피학원_제주_연동M,제주
SKT,127.0113889,37.49194444,카페아일랜드(서초동),서울
SKT,127.0516667,37.59083333,호우카페(회기동),서울
SKT,126.8611111,37.50416667,골든빈스커피(고척동),서울
SKT,127.0502778,37.50611111,원뮤직카페(삼성동),서울
SKT,126.9369444,37.47027778,라우라우카페 대학점,서울
SKT,126.8408333,37.31694444,커피베가 한국호텔관광전문학교,경기
SKT,127.9491667,37.33027778,할리스커피 원주점,강원
SKT,129.3166667,35.4325,커피나무(온산읍),울산
SKT,127.1063889,37.5475,카페베네 광장동점 1F,서울
SKT,127.0263889,37.50722222,탐앤탐스커피숍 논현점,서울
SKT,127.0272222,37.52111111,에스프레소커피(신사동),서울
SKT,127.0113889,37.49388889,카페에스파니 교대점,서울
SKT,127.0291667,37.58416667,시크릿카페(안암동),서울
SKT,127.0869444,37.58916667,이디야커피 면목역점,서울
SKT,129.0788889,35.19527778,카페마리(거제동),부산
SKT,128.0672222,35.17222222,카페베네진주평거점,경남
SKT,127.0572222,37.51027778,ARTZIO 사랑채카페(삼성동),서울
SKT,126.8102778,37.48527778,할리스커피 역곡역점,경기
SKT,127.0375,37.52138889,카페베네 논현점,서울
SKT,126.6752778,37.54388889,카페글린(심곡동),인천
SKT,126.9819444,37.5825,CAFE네스카페(삼청동),서울
SKT,128.9502778,37.77055556,빈세븐커피샵1층,강원
SKT,126.8458333,37.49666667,멜론커피샵(오류동) 2F,서울
SKT,129.0975,35.19916667,카페보나(안락동),부산
SKT,129.0983333,35.20055556,로얄커피숍(안락동),부산
SKT,129.07,35.16888889,만화카페(양정동),부산
SKT,127.0405556,37.51666667,SK허브블루(논현동) B1 커피니강남구청역,서울
SKT,127.0241667,37.63194444,카페베네 수유중앙점,서울
SKT,126.9216667,37.55444444,카페베네 홍대역점,서울
SKT,127.0688889,37.20472222,할리스커피 동탄메타폴리스점,경기
SKT,126.5325,33.5025,마미야&코 플라워카페_제주_이도1동M,제주
SKT,127.0025,37.58416667,카페수수봉,서울
SKT,126.7725,37.7575,카페티아모 금촌점,경기
SKT,126.9194444,37.61805556,크리스피커피(갈현동),서울
SKT,127.1191667,37.51222222,이탈리아커피(방이동),서울
SKT,126.9363889,37.46944444,저스틴커피샵(신림동),서울
SKT,127.0544444,37.59027778,카페베네 경희대점,서울
SKT,127.0544444,37.59027778,카페베네 경희대점,서울
SKT,127.0175,37.59111111,DIDI카페(동선동1가),서울
SKT,127.0211111,37.58611111,ipse 카페,서울
SKT,127.0611111,37.67472222,카페사계(노원구),서울
SKT,127.0405556,37.51666667,SK허브블루(논현동) 1F 커피피에스타,서울
SKT,126.485,33.48361111,카페블로썸_제주_노형동M,제주
SKT,127.0972222,37.32416667,카페베네 수지점,경기
SKT,126.7608333,37.50361111,커피키친(중동),경기
SKT,126.6780556,37.40972222,연수구청 B1 카페,인천
SKT,126.9280556,37.48333333,코지커피(신림본동),서울
SKT,127.1241667,37.48888889,타로사주카페(문정동),서울
SKT,126.8688889,37.55111111,BE MY FRIEND 카페(염창동),서울
SKT,127.045,37.47555556,카페모리아(양재동),서울
SKT,127.0233333,37.50722222,미루카페(논현1동),서울
SKT,126.5616667,33.46027778,카페띠아모 제주대점,제주
SKT,126.485,33.48138889,카페다빈치_제주_노형동M,제주
SKT,126.98,37.56083333,버클릭커피숍(회현동1가),서울
SKT,126.9130556,35.175,플로리안 커피_북구_용봉동_M,광주
SKT,127.3702778,36.32361111,커피니 배재대점,대전
SKT,126.9211111,37.54861111,카페코난(상수동),서울
SKT,127.1344444,37.49333333,카페나무사이,서울
SKT,127.0422222,37.60305556,카페베네 동덕여대점,서울
SKT,126.9402778,37.47083333,커피이즈(신림동),서울
SKT,127.145,37.59138889,드림캣카페(수택동),경기
SKT,126.8905556,37.57638889,카페베네 상암KBS점,서울
SKT,128.6877778,35.21416667,말아저씨북카페(상남동),경남
SKT,127.4458333,36.335,카페크레마,대전
SKT,127.0544444,37.59027778,카페베네 경희대점,서울
SKT,127.0172222,37.59111111,로드하우스카페 동선점,서울
SKT,126.9388889,37.47027778,미토스커피(대학동),서울
SKT,126.9241667,37.55527778,폴리카페(서교동),서울
SKT,129.0147222,35.07555556,카페테라스(암남동),부산
SKT,128.5597222,35.18055556,커피볶는집(월남동5가),경남
SKT,127.95,37.33055556,카페베네(원주개운),강원
SKT,126.4738889,33.48666667,에이플러스커피_제주_노형동M,제주
SKT,126.4908333,33.47972222,커피갤러리_제주_연동M,제주
SKT,127.0169444,37.49333333,이디야커피 교대역점,서울
SKT,126.7666667,37.66416667,허준본가한방카페 장항점,경기
SKT,127.0302778,37.58444444,카페포트(안암동5가),서울
SKT,126.7608333,37.50388889,빈스빈스커피 부천중동점(중동),경기
SKT,127.8844444,37.69111111,할리스커피 홍천점,강원
SKT,126.9352778,37.55694444,카페베네 신촌현대점,서울
SKT,126.8108333,37.57333333,카페티아모 방화점,서울
SKT,126.9575,35.96277778,커피명가 원광대학로점,전북
SKT,127.0258333,37.50222222,커피빈코리아(역삼동),서울
SKT,128.6905556,35.21861111,애플카페,경남
SKT,127.0208333,37.51055556,카페베네 논현역점,서울
SKT,126.9397222,37.55916667,카페베네 신촌점,서울
SKT,126.94,37.55638889,카페베네 신촌로점,서울
SKT,127.0558333,37.59805556,본 카페,서울
SKT,126.9652778,37.56722222,카페베네 서대문역점,서울
SKT,127.0241667,37.57388889,일루커피숍(신설동),서울
SKT,126.8291667,37.31361111,탐앤탐스커피(고잔동),경기
SKT,126.8291667,37.31361111,키즈위즈키즈카페(고잔동),경기
SKT,126.6819444,37.44805556,캄리좌훈카페(주안동),인천
SKT,127.1605556,35.83305556,폼피커피숍_M,전북
SKT,126.9916667,37.56194444,카페BLOOM(필동1가),서울
SKT,126.8625,37.54861111,커피ZIP(등촌동),서울
SKT,126.9038889,37.45138889,썬커피숍(시흥동),서울
SKT,128.6888889,35.24222222,팰리스커피,경남
SKT,126.9583333,37.50694444,이디야커피 중앙대점,서울
SKT,126.9697222,37.52972222,카페디럼 한강로점 2F,서울
SKT,126.5311111,33.49833333,커피피플 시청점_제주_이도2동M,제주
SKT,126.7469444,37.67666667,카페베네 대화역점,경기
SKT,127.2686111,37.33777778,한국외대(용인) 후생복지관 3F 커피숍,경기
SKT,127.0136111,37.65111111,커피볶는집 월든,서울
SKT,127.0013889,37.57555556,로즈앤캔디플라워카페(연건동),서울
SKT,128.7952778,35.17777778,카페베네 j빌딩 1F~5F,경남
SKT,127.4463889,36.28055556,카페띠아모 분수대점,경기
SKT,127.445,37.27972222,할리스커피(이천점),경기
SKT,129.1633333,35.16472222,카페스왈로우(중1동),부산
SKT,128.8763889,37.83916667,라뤼슈 카페 1F,강원
SKT,128.8763889,37.83916667,라뤼슈 카페 3F,강원
SKT,126.8383333,37.53416667,빌 원두 커피점(화곡동),서울
SKT,126.4838889,33.48805556,카페띠아모 남녕점_제주_노형동M,제주
SKT,126.77,37.50111111,할리스커피 부천중동점,경기
SKT,128.8941667,37.75472222,테라로사커피 임당점,강원
SKT,126.6455556,37.3925,카페지움 송도점,인천
SKT,127.0733333,37.25444444,카페 랑(영통동),경기
SKT,126.8627778,37.53222222,카페BON(화곡동),서울
SKT,127.0880556,37.58111111,카페베네 사가정역점,서울
SKT,126.9161111,37.55388889,메이플커피(서교동),서울
SKT,126.8916667,37.49194444,고운커피숍_고척동,서울
SKT,127.0647222,37.61333333,나마스떼 커피,서울
SKT,126.9266667,37.55444444,빨간토끼카페(서교동),서울
SKT,126.9222222,37.55277778,커피마지 1호점,서울
SKT,126.9322222,37.55611111,카페베네 신촌대로점,서울
SKT,126.9758333,37.56333333,카페베네 시청역점 1F,서울
SKT,126.9758333,37.56333333,카페베네 시청역점 2F,서울
SKT,126.9583333,37.50694444,커피코드,서울
SKT,127.0725,37.54472222,할리스커피 화양점,서울
SKT,129.2902778,35.53472222,뉴욕핫도그앤커피(옥동),울산
SKT,126.7319444,37.45944444,커피마시는곰(만수동),인천
SKT,126.8722222,37.52527778,커피씨앨(목동),서울
SKT,127.0344444,37.48333333,양재환승빌딩(양재동) 1F 베즈커피,서울
SKT,128.9875,35.15861111,모아커피샵(감전동),부산
SKT,129.0627778,35.15194444,커피살롱루이(전포동),부산
SKT,129.0377778,35.1075,화신커피숍(중앙동4가),부산
SKT,129.0863889,35.23055556,공주가가는궁전같은카페(장전동),부산
SKT,126.8977778,37.47472222,현지커피숍(독산1동),서울
SKT,126.8291667,37.31361111,구스토카페(고잔동),경기
SKT,127.0913889,37.39111111,어뮤즈 커피(판교동),경기
SKT,127.1713889,37.58555556,카페테리아(수석동),경기
SKT,126.9772222,37.5575,하루카페(남창동),서울
SKT,126.9177778,37.52666667,한국장애인개발원 1F 카페7gram,서울
SKT,127.1436111,37.55361111,할리스커피 명일점 1F,서울
SKT,127.0697222,37.54055556,카페안 화양동 3F,서울
SKT,127.0133333,37.65138889,카페레 쌍문점,서울
SKT,127.0311111,37.55777778,커피아름 행당동,서울
SKT,127.0772222,37.55388889,카페뮤코(군자동),서울
SKT,126.6088889,36.35138889,커피하우스,충남
SKT,127.0666667,37.54027778,카페컬컴 자양동 2F,서울
SKT,127.0783333,37.67,황토커피호프(상계4동),서울
SKT,127.0436111,37.73777778,센트럴타워(의정부동) 1F 프라우스타커피,경기
SKT,127.0436111,37.73777778,센트럴타워(의정부동) 1F 프라우스타커피,경기
SKT,127.2024953,37.2337221,동인카페,경기
SKT,127.0402778,37.51833333,ZOO커피숍 강남구청점,서울
SKT,127.0841667,37.59555556,이디야커피 상봉점,서울
SKT,126.9007243,37.5342166,카페베네 당산역점,서울
SKT,127.0191156,37.5108203,커피볶는집,서울
SKT,126.9186176,37.5256409,할리스커피 KBS본관점,서울
SKT,127.02,37.51027778,할리스커피논현역점,서울
SKT,127.0933333,37.55694444,올딕커피숍 중곡동 1F,서울
SKT,127.085,37.5375,리치커피숍 구의동 2F,서울
SKT,127.0363889,37.47527778,커피가게담소(양재동),서울
SKT,127.0880556,37.58111111,카페베네 사가정역점,서울
SKT,126.4780556,33.47638889,커피트리_제주_노형동M,제주
SKT,126.9916667,37.42916667,할리스커피 과천KT점,경기
SKT,127.0063889,37.47777778,할리스커피 방배점,서울
SKT,126.4902778,33.48805556,카페띠아모 신제주점_M,제주
SKT,128.5597222,35.17888889,북카페 하프윙,경남
SKT,127.0094444,37.49361111,유노커피(서초동),서울
SKT,127.0544444,37.89194444,카페베네 동두천지행점,경기
SKT,126.5305556,33.49888889,북카페 지니_제주_이도2동M,제주
SKT,127.04,37.56,카페 성동구 2F,서울
SKT,127.0797222,37.55805556,카페이탈리코 중곡동,서울
SKT,127.0780556,37.555,커피볶는2U 군자동,서울
SKT,127.0488889,37.47888889,카페 구름이(개포동),서울
SKT,127.0222222,37.51694444,커피빈 신사점,서울
SKT,128.9655556,35.11166667,카페VILL 동아대점,부산
SKT,127.1405556,37.60444444,아그리나카페 인창점,경기
KT,127.0126013,37.4824073,달마이어카페,서울
KT,126.9228027,37.39869,단아커피숍-안양동,경기
KT,128.5839761,35.2382057,다즐커피-합성동,경남
KT,128.8655391,35.2326267,닥터커피-외동,경남
KT,129.1184932,35.1635238,닥터커피-커피체인점,부산
KT,127.02112,37.5223298,다이닝텐트-카페,서울
KT,127.0208655,37.5221565,다스티-카페,서울
KT,126.7242016,37.4932235,다빈치커피-부평동,인천
KT,128.5967283,35.8677812,다빈치커피옆-통신주,대구
KT,127.0476808,37.5044935,다사랑커피점,서울
KT,128.5869765,35.860625,대구교구청 카페카리타스,대구
KT,126.6743322,36.5988023,다미나눔카페,충남
KT,126.5640159,33.24746,다비드커피숍-서귀포,제주
KT,127.1233976,37.3294984,다빈치카페-죽전동,경기
KT,127.0396236,37.4933553,다르네카페,서울
KT,129.2145341,35.8426707,님프(커피숍),경북
KT,128.683281,35.2205168,다기야커피-상남동,경남
KT,128.6063962,35.855839,대백프라자-4층 북카페,대구
KT,126.7112255,35.9872939,당구카페-중앙로,전북
KT,127.0170552,37.5482839,니키커피숍-금호동,서울
KT,128.1595293,36.4153684,뉴욕핫도그&커피 상주점,경북
KT,127.1346741,37.5371547,뉴욕핫도그&커피 천호두산위브점,서울
KT,126.7685826,37.6615162,뉴욕핫도그앤커피-일산라페스타점,경기
KT,127.1074722,37.37081,뉴욕핫도그엔커피-정자동,경기
KT,129.215423,35.8346972,대릉원-에버그린커피숍,경북
KT,126.9243211,37.5795424,달콤커피-달콤커피 명지대점,서울
KT,127.0326459,37.5150308,달콤한나의커피-논현동,서울
KT,126.8637,37.3327732,누프라자커피카페-부곡동,경기
KT,126.3880769,33.2371582,논짓물해수족욕카페,제주
KT,126.4831482,33.5102482,노을언덕-무인카페,제주
KT,126.7754099,37.5007619,노블커피전문점-중동,경기
KT,127.1468773,35.8195854,노란커피숍-경원동,전북
KT,126.7537109,37.5050987,네일카페-상동,경기
KT,127.113493,37.2804525,넥스트커피샵-구갈동,경기
KT,127.0278464,37.5254029,네스카페-압구정,서울
KT,127.0278464,37.5254029,네스카페-압구정역점,서울
KT,127.0414116,37.5012189,네스카페-역삼IS점,서울
KT,127.0357759,37.502366,네스카페-역삼예지점,서울
KT,127.1649651,37.4604593,네스카페-을지대점,경기
KT,126.9935895,37.5342544,네스카페-이태원점,서울
KT,127.1118695,37.3709242,네스카페-정자스타파크,경기
KT,126.7620249,37.504277,네스카페-중동현대점,경기
KT,126.9903941,37.5770489,네스카페-창덕궁점,서울
KT,127.0545777,37.5228835,네스카페-청담신영점,서울
KT,127.0414776,37.5255964,네스카페-청담점,서울
KT,126.6706903,37.4975674,네스카페-홈플러스가좌,인천
KT,127.1069645,37.3400065,네스카페-홈플러스오리,경기
KT,126.650843,37.4470266,네스카페-홈플러스인하,인천
KT,127.1029989,37.5162275,네스카페-홈플러스잠실,서울
KT,126.9236476,37.5538901,네스카페-홍대점,서울
KT,126.7046454,35.9646442,네스카페 군산점,전북
KT,128.6092252,35.8927489,네스카페 대구경북대점,대구
KT,128.5938442,35.868732,네스카페 대구동성로점,대구
KT,128.586104,35.847543,네스카페 대구영남대점,대구
KT,128.6394318,35.8219278,네스카페 지산동점,대구
KT,127.0228693,37.5193528,네스카페-가로수길,서울
KT,127.0367229,37.5084098,네스카페-경복사거리점,서울
KT,126.8946614,37.4860113,네스카페-구로디지털,서울
KT,126.8827953,37.5012056,네스카페-구로애경,서울
KT,126.9072984,37.5286101,네스카페-당산센스,서울
KT,126.9072984,37.5286101,네스카페-당산센스점,서울
KT,126.8890304,37.5195897,네스카페-문래점,서울
KT,126.9952767,37.4830983,네스카페-방배,서울
KT,127.1051804,37.3689076,네스카페-분당정자,경기
KT,127.0204241,37.483132,네스카페-서초원일점,서울
KT,127.0503113,37.5113861,네스카페-선릉공원,서울
KT,127.1304505,37.4407429,네스카페-성남곽여성병원점,경기
KT,127.0030692,37.5041299,네스카페-센트럴씨티,서울
KT,127.1035358,37.5154135,네스카페-신천TS,서울
KT,126.8293455,37.3136998,네스카페-안산25시광장점,경기
KT,126.9192143,37.4966653,농심-성무관N카페,서울
KT,126.7812666,37.4852671,놀러와 룸카페-심곡동,경기
KT,127.0586458,37.5937758,꼬꼬마커피-이문동,서울
KT,127.1308479,37.4328606,김가표 꽃길(카페)-성남동,경기
KT,127.104679,37.5007701,낙원교회카페-석촌동,서울
KT,127.1233276,37.3301809,김대기의커피볶는집-죽전동,경기
KT,127.127914,35.8433474,길위에커피,전북
KT,127.0410163,37.5243329,기욤카페-청담동,서울
KT,127.0802768,37.2597678,나포레티나커피,경기
KT,127.126211,37.3648289,까페아우로커피,경기
KT,127.0278723,37.5032617,나무와-카페,서울
KT,126.8563839,35.5650183,나무와커피-시기동,전북
KT,126.7220566,37.4014752,나무커피볶는집-논현동,인천
KT,127.0419664,37.214588,나무커피숍-진안동,경기
KT,127.1366442,36.8335639,나무커피전문점,충남
KT,127.106901,37.3748038,까망카페-정자동,경기
KT,128.1063773,35.1531996,까치만화카페-가좌동,경남
KT,126.9377279,37.5585093,꽃향기가득한만화카페-창천동,서울
KT,127.011743,37.4912548,김밥카페-서초동,서울
KT,129.3995531,36.082069,꼰떼커피전문점,경북
KT,126.3357508,36.5042727,꽃다리 커피숍,충남
KT,127.0695723,37.1459036,꽃물카페-원동,경기
KT,126.9220443,37.5540999,그린빈커피-서교동,서울
KT,127.382557,36.3686601,그린아이㈜-커피숍,대전
KT,129.26131,35.5415785,그루플라워가든-커피점,울산
KT,127.0369227,37.513897,그리다 북카페-논현동,서울
KT,126.8564746,37.549013,그리스도신학대학교-SCU_카페1,서울
KT,126.8564746,37.549013,그리스도신학대학교-SCU_카페2,서울
KT,127.0254741,37.6382148,궁카페-수유점,서울
KT,126.9629351,37.3937118,규젤커피숍-관양동,경기
KT,127.000386,37.4975719,국립중앙도서관-북카페,서울
KT,127.1298439,37.4308682,궁전커피숍-성남동,경기
KT,127.0160187,37.2721818,공간커피숍-교동,경기
KT,127.0435094,37.2790174,굿커피,경기
KT,126.9204896,35.1674424,광주북문교회-카페,광주
KT,127.166823,36.4968339,공주휴계소(하)-빈스엔델리커피숍,충남
KT,127.0344355,37.485427,공중전화- 카페베네앞,서울
KT,129.3526744,36.0164438,구산한방카페-죽도점,경북
KT,128.5596118,35.9384344,공주네예쁜커피-동천점,대구
KT,127.0325032,37.5777395,국제요리제과전문학교-카페테리아-1,서울
KT,126.9482608,37.2192346,공주&왕자키즈카페-상리,경기
KT,129.0601881,35.154572,공주가가는궁전같은카페-서면점,부산
KT,126.9226463,37.5522213,공주가사는궁전같은카페-서교동,서울
KT,127.0177836,37.4847094,국제전자센터-문화센터-커피숍,서울
KT,126.8815677,37.4781156,글로리아진스커피-가산점,서울
KT,128.598092,35.8709543,글로리아진스커피-대구노보텔점,대구
