LON,LAT,SI_NM
126.811169,37.3377616,kyeonggi
127.0650348,37.5017109,seoul
127.0898177,37.390536,kyeonggi
127.1267183,35.8441769,jeonbook
126.9432741,37.5572886,seoul
127.0477623,37.7142271,kyeonggi
127.0160187,37.2721818,kyeonggi
126.7249624,37.4935074,incheon
126.904576,37.5328044,seoul
126.9266658,37.5135611,seoul
127.0630181,37.5002758,seoul
127.151605,37.2779159,kyeonggi
126.8678514,37.5488577,seoul
127.3096909,37.6502974,kyeonggi
126.8748256,37.5466178,seoul
126.3777285,34.8022972,jeonnam
126.4747848,34.9886257,jeonnam
126.8984728,37.5146657,seoul
127.125951,35.8026013,jeonbook
127.2014476,37.5708866,kyeonggi
126.9956772,37.4828296,seoul
126.8108,37.5735274,seoul
126.8108,37.5735274,seoul
126.9264664,37.4900457,seoul
126.6502436,37.5320048,incheon
126.8989632,37.4073954,kyeonggi
128.5597753,35.180798,gyeongnam
126.9099219,35.1254811,kwangju
126.9228701,37.5557779,seoul
127.428849,36.3283028,daejeon
127.247262,37.6550741,kyeonggi
126.8944243,37.5370546,seoul
126.9257607,37.5536472,seoul
129.223412,35.2148582,busan
129.2209641,35.219288,busan
127.0343779,37.2072789,kyeonggi
127.0524713,37.5663267,seoul
127.0021429,37.5826659,seoul
129.06159,35.1548191,busan
126.9144604,37.5985458,seoul
127.1384283,37.5994841,kyeonggi
126.987279,37.5704077,seoul
127.0619133,37.6548486,seoul
126.9813316,37.4784593,seoul
127.0526253,37.5183004,seoul
127.2459421,37.6548088,kyeonggi
126.9840444,37.5696042,seoul
128.4839172,35.8517935,daegu
126.9315977,37.3601477,kyeonggi
127.0334325,37.4869217,seoul
126.9260238,37.524028,seoul
127.4283455,36.3293792,daejeon
127.0114888,37.4921798,seoul
126.9309136,37.5190914,seoul
127.0392663,37.502262,seoul
126.9460081,37.5579609,seoul
128.6093623,35.8928627,daegu
127.0269023,37.4966085,seoul
126.9813928,37.4743654,seoul
127.0013995,37.2791545,kyeonggi
127.0444,37.4831707,seoul
127.019517,37.5459238,seoul
127.0120563,37.5029215,seoul
126.9951397,37.4847209,seoul
127.1258616,37.5096375,seoul
126.9261434,37.4900959,seoul
127.0540271,37.510842,seoul
126.9980664,37.4993319,seoul
126.950276,37.481105,seoul
127.0213037,37.486602,seoul
127.0298051,37.4856053,seoul
127.0130439,37.4948284,seoul
127.0120696,37.4844861,seoul
127.0570337,37.5455266,seoul
127.1215986,37.4965991,seoul
127.1081523,37.511509,seoul
127.0278485,37.5215789,seoul
127.0424314,37.4701453,seoul
127.0340647,37.4853293,seoul
126.774843,37.4841645,kyeonggi
126.8045014,37.5239272,kyeonggi
126.7241554,37.4929527,incheon
126.703455,37.5217753,incheon
127.0074902,37.3035105,kyeonggi
127.1294101,37.3802861,kyeonggi
127.0629715,37.5144156,seoul
126.9344613,37.4694895,seoul
126.8445368,36.9881171,kyeonggi
127.126856,37.4649361,kyeonggi
127.1312435,37.4027309,kyeonggi
127.1455368,37.4926974,seoul
127.0446905,37.2590797,kyeonggi
127.030371,37.2924908,kyeonggi
127.0505407,37.2470963,kyeonggi
126.9937553,37.2971041,kyeonggi
127.4844554,34.9687361,jeonnam
126.9558049,37.495241,seoul
126.9278407,37.4983288,seoul
127.0021911,37.4992379,seoul
126.4903534,33.4881316,jeju
127.0381214,37.4863338,seoul
127.7015679,34.7510874,jeonnam
127.7359523,34.741473,jeonnam
127.6599105,34.7659818,jeonnam
127.6666744,34.7587426,jeonnam
126.9277194,37.5242813,seoul
127.6360976,37.2968464,kyeonggi
127.0372776,37.5018592,seoul
127.1684099,35.9382825,jeonbook
127.1200983,37.2943515,kyeonggi
127.0808761,37.5573408,seoul
126.7439894,37.4896701,kyeonggi
129.0605976,35.1560708,busan
126.9862081,37.5699084,seoul
126.9862081,37.5699084,seoul
126.9862081,37.5699084,seoul
126.9862081,37.5699084,seoul
126.9862081,37.5699084,seoul
127.1152001,35.8214519,jeonbook
127.0454294,37.525595,seoul
127.2450621,37.6555421,kyeonggi
129.1021712,35.1360955,busan
127.0324914,37.4976447,seoul
129.1019757,35.1867766,busan
126.973307,37.5753274,seoul
126.917223,35.1672636,kwangju
126.9141153,35.1775152,kwangju
126.7238445,37.4932097,incheon
126.9029104,37.7065647,kyeonggi
127.0889347,36.9885196,kyeonggi
126.7174079,35.9642252,jeonbook
128.9855901,35.162675,busan
129.0273154,35.0987648,busan
129.0273154,35.0987648,busan
126.7357307,37.3449042,kyeonggi
128.3445734,36.119485,gyeongbook
126.7236445,37.5311938,incheon
126.9424048,37.5582558,seoul
127.1295283,37.4505091,kyeonggi
126.9192533,37.5522236,seoul
126.8310271,37.3119044,kyeonggi
127.1107989,37.3214668,kyeonggi
126.966098,37.5448501,seoul
129.3417592,36.0180453,gyeongbook
127.1591582,37.4326131,kyeonggi
127.0957518,37.3247111,kyeonggi
127.0871908,36.20236,choongnam
126.9222023,37.553112,seoul
126.9244978,37.5296943,seoul
127.0467425,37.4959889,seoul
127.0358433,37.4994084,seoul
127.0410403,37.5054012,seoul
127.0334402,37.5003682,seoul
127.1257843,37.5025897,seoul
126.9988408,37.5355974,seoul
127.0339812,37.5269211,seoul
127.0944271,37.5067371,seoul
127.0906686,37.5069254,seoul
127.127466,37.5384497,seoul
127.0520866,37.4885335,seoul
127.0337383,37.5064572,seoul
126.8307841,37.3107739,kyeonggi
127.3656637,36.390533,daejeon
127.3895525,36.4259012,daejeon
127.3815212,36.3460444,daejeon
127.4285429,36.3275082,daejeon
129.0597401,35.1549453,busan
128.2106202,37.137658,choongbook
127.3604799,36.3746571,daejeon
127.3481084,36.3612835,daejeon
127.0175813,37.5927635,seoul
126.7369285,37.3436663,kyeonggi
127.102073,37.3702681,kyeonggi
126.8478273,35.1563261,kwangju
127.0629681,37.0661691,kyeonggi
126.6725086,37.6439921,kyeonggi
126.9309011,37.5689348,seoul
127.2052695,37.5405983,kyeonggi
127.2133433,37.5399594,kyeonggi
126.9953909,37.4826749,seoul
126.6743858,37.5502581,incheon
126.7236533,37.4926184,incheon
127.1033889,36.9973121,kyeonggi
127.0888021,36.9920132,kyeonggi
128.087312,35.0818709,gyeongnam
127.146597,37.8283867,kyeonggi
129.3210788,36.0055522,gyeongbook
129.3974213,36.0815567,gyeongbook
129.4152411,35.9649727,gyeongbook
126.977859,37.5673811,seoul
127.2013163,37.5393867,kyeonggi
127.2136767,37.5402121,kyeonggi
128.9654321,35.1130793,busan
128.9654321,35.1130793,busan
126.8796486,37.4617841,kyeonggi
127.0395807,37.5225714,seoul
127.0070203,37.5885574,seoul
127.0567439,37.4971911,seoul
126.9925921,37.5625466,seoul
127.1165203,37.5217853,seoul
128.5589592,35.1788312,gyeongnam
126.4499913,34.8072152,jeonnam
126.4178651,34.8118656,jeonnam
126.9129823,35.1753696,kwangju
128.5528842,35.8552617,daegu
128.5944493,35.8656844,daegu
128.650178,35.856287,daegu
128.5489633,35.860811,daegu
128.544864,35.8224054,daegu
128.690203,35.8298301,daegu
128.5111668,35.8109326,daegu
128.6426179,35.9406605,daegu
126.8824997,37.4798346,seoul
126.8505751,37.5628712,seoul
127.0814269,37.4900114,seoul
127.0602261,37.4831922,seoul
127.0701365,37.5404666,seoul
127.0361672,37.3006055,kyeonggi
126.9730675,37.3793139,kyeonggi
127.2596664,37.40986,kyeonggi
126.926231,35.173841,kwangju
126.9117939,35.1541548,kwangju
126.9762068,37.5714809,seoul
127.0154303,37.49343,seoul
126.8827953,37.5012056,seoul
126.7040525,35.9644963,jeonbook
126.7178519,35.9637054,jeonbook
126.847159,37.531501,seoul
126.9730675,37.3793139,kyeonggi
126.9451008,37.5119089,seoul
127.3111072,37.6851481,kyeonggi
126.9652731,37.5609696,seoul
126.9937504,37.5342314,seoul
126.8811402,37.4801705,seoul
126.9397718,37.5137695,seoul
127.0367229,37.5084098,seoul
127.3771511,36.3514535,daejeon
127.3500098,36.3616255,daejeon
127.1666818,37.2823852,kyeonggi
127.3857974,36.3524397,daejeon
127.1244709,37.4907978,seoul
126.928909,37.4821999,seoul
127.0648623,37.5083765,seoul
126.9819786,37.5824883,seoul
126.8913759,37.5770922,seoul
127.0550975,37.5402355,seoul
126.9365267,37.5567009,seoul
127.0435756,37.5016211,seoul
127.3586133,37.2135224,kyeonggi
127.4279017,36.3285344,daejeon
127.0771537,37.2466687,kyeonggi
127.1184662,37.3267234,kyeonggi
128.7906012,35.1771388,gyeongnam
126.5311743,33.4986035,jeju
127.1543129,35.8358407,jeonbook
127.1252218,35.8167339,jeonbook
127.1449102,35.8218048,jeonbook
127.1051892,37.3610368,kyeonggi
127.0949033,37.3214184,kyeonggi
129.0136671,35.2285501,busan
127.0853972,35.7561409,jeonbook
126.7761147,37.4995015,kyeonggi
127.4534014,36.44827,daejeon
126.8517616,37.3080599,kyeonggi
127.0746707,37.2058064,kyeonggi
127.1100758,35.8357682,jeonbook
128.6070016,35.892396,daegu
127.1020864,35.8285119,jeonbook
127.0623276,37.0796465,kyeonggi
127.038964,37.4822553,seoul
127.0897557,36.99136,kyeonggi
126.8423666,35.2199091,kwangju
127.141133,37.4282863,kyeonggi
127.4295099,36.3282492,daejeon
126.9224758,37.3984077,kyeonggi
126.9845473,37.5688345,seoul
127.0379986,37.4966102,seoul
128.5965507,35.8662391,daegu
127.0312394,37.2628423,kyeonggi
126.443349,34.8123349,jeonnam
126.9147979,35.1534021,kwangju
126.9045626,35.1710816,kwangju
126.8939287,37.4736556,seoul
126.7061117,37.4477933,incheon
127.0627971,37.209339,kyeonggi
128.6301955,35.837345,daegu
127.1236974,37.5375306,seoul
129.183376,35.1598138,busan
129.1749744,35.1719767,busan
129.1809966,35.1740274,busan
129.1324725,35.1666668,busan
129.1611312,35.1598173,busan
129.1615102,35.161848,busan
129.1665972,35.1602037,busan
126.8434886,37.6152442,kyeonggi
126.9463825,37.4871065,seoul
126.8879251,35.1755135,kwangju
126.9997835,37.5821494,seoul
126.921724,37.5545727,seoul
126.9235709,37.5515936,seoul
126.9457993,37.5868317,seoul
127.8849027,37.6894691,kangwon
126.8449211,37.545364,seoul
127.0646833,37.2076761,kyeonggi
127.0413264,37.2139701,kyeonggi
126.9219076,37.1317398,kyeonggi
127.0697313,37.5483998,seoul
126.8320908,37.6336163,kyeonggi
127.0605906,37.5898645,seoul
127.0478711,37.7252222,kyeonggi
127.0285162,37.4986077,seoul
127.0263261,37.4995213,seoul
127.1350956,37.5353431,seoul
127.0727712,37.5451809,seoul
127.0120469,37.4913609,seoul
127.0838869,37.5368906,seoul
127.1398871,37.5382362,seoul
127.0169762,37.4846243,seoul
127.0210276,37.5106127,seoul
126.9489459,37.5422784,seoul
128.1068216,35.1538834,gyeongnam
128.0679902,35.1830287,gyeongnam
128.1463953,35.2176915,gyeongnam
128.0837291,35.1941678,gyeongnam
128.1222436,35.1904004,gyeongnam
127.0458986,37.651399,seoul
128.6880838,35.240865,gyeongnam
128.6849028,35.2224132,gyeongnam
128.6813405,35.2207125,gyeongnam
128.6556374,35.2395289,gyeongnam
128.6857217,35.2197859,gyeongnam
127.1109606,36.8100104,choongnam
127.1566837,36.818106,choongnam
127.1274243,36.7940835,choongnam
127.1267613,37.5371677,seoul
126.8433109,35.2172997,kwangju
126.811169,37.3377616,kyeonggi
127.0585647,37.5968864,seoul
127.2774915,37.3367753,kyeonggi
127.9318007,37.347314,kangwon
126.9836673,37.5664536,seoul
126.7705434,37.6416611,kyeonggi
126.975196,37.5678409,seoul
127.0772272,37.6510283,seoul
126.7751953,37.501577,kyeonggi
127.0749298,37.5939234,seoul
127.1336974,36.8313337,choongnam
127.1576028,36.8186198,choongnam
127.0331649,37.5711277,seoul
126.9919419,37.5608228,seoul
127.3957323,37.7604512,kyeonggi
126.4890087,33.2335747,jeju
126.9220863,37.5562989,seoul
126.7205208,37.6218227,kyeonggi
128.5752509,35.8394692,daegu
126.9060929,35.1723853,kwangju
127.0145337,37.486789,seoul
127.1242439,37.3230809,kyeonggi
127.1242439,37.3230809,kyeonggi
126.9390486,37.5581977,seoul
127.1171108,35.8474758,jeonbook
127.0320798,37.4962374,seoul
127.0725686,37.1999049,kyeonggi
127.0524468,37.5008303,seoul
127.0457516,37.5039373,seoul
127.0482172,37.5245957,seoul
127.042185,37.5045978,seoul
126.9832228,37.5668399,seoul
127.072505,37.1931353,kyeonggi
127.1253702,37.5375953,seoul
126.9393236,37.5546844,seoul
127.4272946,36.3285369,daejeon
128.5562534,35.8364148,daegu
127.3872689,36.350984,daejeon
128.5567357,35.837002,daegu
127.0279289,37.5026477,seoul
127.0392531,37.521383,seoul
126.9224651,37.5536442,seoul
128.5984392,35.864984,daegu
126.929435,37.6114005,seoul
127.0059787,37.5598434,seoul
126.7220566,37.4014752,incheon
129.1704578,35.4144022,gyeongnam
127.0650987,37.6032541,seoul
127.0520347,37.5035491,seoul
126.8363924,37.317251,kyeonggi
127.316589,36.371988,daejeon
126.9252443,37.5568997,seoul
127.0347996,37.506073,seoul
127.1519177,37.2766818,kyeonggi
127.1550373,37.5538725,seoul
126.8914133,35.2103179,kwangju
128.3323807,36.1290767,gyeongbook
127.103448,35.8333026,jeonbook
126.7920493,37.4804753,kyeonggi
127.0639792,37.5695496,seoul
127.0326582,37.264912,kyeonggi
126.7513376,37.5038383,kyeonggi
127.2252358,37.0028847,kyeonggi
127.0910325,36.9917807,kyeonggi
127.1511307,37.414528,kyeonggi
128.6041001,35.8549754,daegu
127.1506997,37.4143826,kyeonggi
128.6036919,35.8697726,daegu
126.7850216,37.858103,kyeonggi
127.073612,37.2062469,kyeonggi
126.9322926,35.1506073,kwangju
126.9206459,37.5550071,seoul
127.0780532,37.2523121,kyeonggi
126.7468452,37.3471363,kyeonggi
127.0357937,37.5232254,seoul
127.0810505,37.3046798,kyeonggi
127.0852302,37.3086937,kyeonggi
126.5240619,33.5114339,jeju
127.1500975,37.4551614,kyeonggi
126.9230855,35.1468896,kwangju
126.5772536,36.6899256,choongnam
127.0688822,37.1456324,kyeonggi
127.4239302,36.3251627,daejeon
127.376431,36.3512199,daejeon
127.3184479,36.3751736,daejeon
128.2106304,37.1372759,choongbook
127.4259633,36.3515006,daejeon
127.3893358,36.4239417,daejeon
127.4249594,36.3518238,daejeon
127.3898199,36.4246408,daejeon
127.3840568,36.3453446,daejeon
127.3880848,36.3463891,daejeon
127.1379238,36.472232,choongnam
128.208245,37.1810807,choongbook
127.377238,36.355241,daejeon
127.4490758,36.3393686,daejeon
127.3907292,36.3398569,daejeon
127.1368272,36.4729144,choongnam
128.7110977,35.8407025,daegu
126.9053464,35.1723101,kwangju
126.8976083,37.4701426,seoul
126.9836056,37.5689904,seoul
127.0450137,37.5260773,seoul
127.0480145,37.5235471,seoul
127.0549777,37.5219307,seoul
127.047501,37.5816052,seoul
127.4430202,36.6166517,choongbook
127.5036746,36.6310778,choongbook
127.4337258,36.6254956,choongbook
126.6698737,37.422474,incheon
129.0475205,35.182798,busan
127.7271689,37.8787744,kangwon
127.2430661,36.2905874,choongnam
127.3446438,36.3606508,daejeon
126.9928565,37.561318,seoul
127.4352355,36.6392407,choongbook
127.9399028,36.9828734,choongbook
127.9221449,36.9869968,choongbook
127.9221449,36.9869968,choongbook
127.0076666,37.5686986,seoul
127.0574856,37.5125003,seoul
127.0638968,37.5145933,seoul
127.1751345,37.4392007,kyeonggi
126.7624021,37.691008,kyeonggi
128.4303527,34.8594954,gyeongnam
128.4261092,34.8448461,gyeongnam
128.4179917,34.8827298,gyeongnam
127.1164218,37.4062829,kyeonggi
127.0908455,37.3898744,kyeonggi
127.2433195,37.6540451,kyeonggi
126.96225,37.3929453,kyeonggi
126.9609343,37.3829662,kyeonggi
126.7032071,37.4442006,incheon
126.7220566,37.4014752,incheon
126.6758454,37.4145858,incheon
126.7019408,37.4516923,incheon
126.7090679,37.4527381,incheon
126.7234349,37.4092372,incheon
126.7243781,37.3999757,incheon
126.7019361,37.4707941,incheon
126.7320431,37.507846,incheon
126.6757387,37.5443419,incheon
126.6983716,37.4265837,incheon
126.7047168,37.4569217,incheon
126.6262561,37.4716296,incheon
126.6798069,37.4596212,incheon
126.667699,37.4426722,incheon
126.6572595,37.4514048,incheon
126.7695625,37.6596199,kyeonggi
127.0406252,37.5027497,seoul
127.0326398,37.4900797,seoul
126.9325762,37.3605638,kyeonggi
127.0428934,37.5044747,seoul
126.9654438,37.5663899,seoul
127.0479988,37.5046556,seoul
126.9214202,37.4002669,kyeonggi
127.0052825,37.5603656,seoul
127.1250432,37.3229489,kyeonggi
128.1058147,35.1518524,gyeongnam
129.0574538,35.1557026,busan
126.9806392,37.5808251,seoul
126.9802258,37.5800908,seoul
127.0494765,37.738954,kyeonggi
128.7072806,35.8389197,daegu
127.4458007,36.6206949,choongbook
128.6381412,35.8217616,daegu
126.713572,37.6213894,kyeonggi
127.0991543,37.5092404,seoul
127.1729208,36.8341021,choongnam
127.0293844,37.2376553,kyeonggi
127.002957,37.2675905,kyeonggi
129.0738244,35.1819727,busan
127.0075237,37.3758272,kyeonggi
128.5461348,35.809352,daegu
126.6755077,37.5440284,incheon
126.7044246,37.5131317,incheon
127.1250633,37.324034,kyeonggi
127.0558774,37.5043061,seoul
127.0739637,37.5480402,seoul
127.0581624,37.5059877,seoul
126.8422982,37.3172639,kyeonggi
128.5019872,35.8051856,daegu
126.7795612,37.4879986,kyeonggi
127.0229654,37.5187544,seoul
126.9236166,37.5517193,seoul
126.9732307,37.545416,seoul
126.9158957,35.1464352,kwangju
127.131892,37.4401958,kyeonggi
126.7347767,37.3898273,kyeonggi
126.9136689,35.1769829,kwangju
126.9167718,35.1471488,kwangju
126.9152515,35.1470937,kwangju
127.1086642,37.2537782,kyeonggi
126.8796603,37.4352349,kyeonggi
129.3401765,36.0209478,gyeongbook
127.0423857,37.5569438,seoul
126.7556988,37.6764971,kyeonggi
126.7801781,37.7598688,kyeonggi
126.8413981,37.5665739,seoul
127.0731906,37.6597817,seoul
127.0763042,37.3906411,kyeonggi
126.8470565,35.2146448,kwangju
127.4847268,34.9678907,jeonnam
126.928767,37.5551261,seoul
127.0329621,37.2425495,kyeonggi
126.8976206,37.5241538,seoul
127.0761231,37.2501209,kyeonggi
126.7172711,37.6183834,kyeonggi
126.7882215,37.6567866,kyeonggi
127.0506581,37.5929756,seoul
127.0634303,37.0671694,kyeonggi
126.733614,37.5083232,incheon
126.9208298,37.618497,seoul
126.9208298,37.618497,seoul
127.1283053,35.8431006,jeonbook
127.0320468,37.5146474,seoul
127.0320468,37.5146474,seoul
127.0610228,37.5103238,seoul
126.973307,37.5753274,seoul
126.991845,37.4968155,seoul
127.0120988,37.5024461,seoul
126.9855319,37.4956811,seoul
127.03025,37.4912486,seoul
127.0227988,37.5068042,seoul
127.0341289,37.4990484,seoul
129.0950166,35.2457265,busan
128.6258645,35.8616167,daegu
129.3628425,36.0372516,gyeongbook
126.8370389,37.3122646,kyeonggi
126.8700393,37.3094982,kyeonggi
127.2199827,37.2547081,kyeonggi
127.1268178,37.4111323,kyeonggi
127.0120283,37.5566865,seoul
126.7764722,37.6532207,kyeonggi
126.7705434,37.6416611,kyeonggi
126.7228005,37.527677,incheon
126.7228005,37.527677,incheon
126.7378114,37.5311505,incheon
127.1029814,37.5152327,seoul
127.0806457,37.5094591,seoul
127.0193901,37.5110181,seoul
127.0676038,37.5616554,seoul
127.060727,37.5623325,seoul
128.8091624,35.2036852,gyeongnam
127.0703187,37.5695285,seoul
126.9897098,37.5645989,seoul
126.9020638,35.1774723,kwangju
127.1481759,35.8208259,jeonbook
127.144834,35.8252987,jeonbook
127.1050704,35.8081818,jeonbook
127.2981269,36.6030326,choongnam
127.0059854,37.5712641,seoul
126.9805167,37.5722111,seoul
126.9688505,37.5743822,seoul
127.0334836,37.601907,seoul
126.679449,37.463643,incheon
127.1241774,37.3235661,kyeonggi
127.1264332,37.3319196,kyeonggi
127.1204623,37.3319492,kyeonggi
127.0822513,37.5626865,seoul
127.0960721,37.605462,seoul
127.0789138,37.6025307,seoul
126.8613734,37.5573588,seoul
128.111083,35.1793037,gyeongnam
128.0674401,35.1724128,gyeongnam
126.9203502,37.6192297,seoul
126.8689633,37.555035,seoul
126.8971242,37.5269811,seoul
126.9061478,37.5178384,seoul
128.623738,36.8246521,gyeongbook
127.043929,37.2592087,kyeonggi
127.0594657,37.1587538,kyeonggi
127.0681988,37.1453648,kyeonggi
127.5321341,36.5573058,choongbook
127.4229129,36.7160032,choongbook
129.0856203,35.2212587,busan
127.1143053,37.5164165,seoul
127.0355794,37.562356,seoul
128.3989545,35.9844965,gyeongbook
127.0887206,37.3374606,kyeonggi
127.1106087,37.2543551,kyeonggi
127.0450816,37.4692378,seoul
128.0946464,36.1355057,gyeongbook
126.7529314,37.490428,kyeonggi
126.7426629,37.5209658,incheon
126.8749782,37.5268253,seoul
128.594466,35.8717736,daegu
127.7422139,37.8735328,kangwon
127.3899771,36.3458761,daejeon
127.0039649,37.5807747,seoul
126.9190271,37.6187688,seoul
127.4880579,36.6364018,choongbook
126.678194,37.5489758,incheon
127.1082243,36.8045541,choongnam
127.3830236,36.3459648,daejeon
126.924589,37.556819,seoul
128.7088009,35.8388549,daegu
127.1257151,37.5376104,seoul
126.9980737,37.5831792,seoul
127.1813637,36.8408336,choongnam
127.0298466,37.5880787,seoul
126.907807,37.5177549,seoul
126.906998,35.1213751,kwangju
127.4601659,36.6340058,choongbook
127.0525713,37.4883815,seoul
128.7015039,35.8627086,daegu
127.4257069,36.3516769,daejeon
127.3710588,36.3223907,daejeon
127.4254832,36.3517912,daejeon
127.3708044,36.322584,daejeon
127.3886348,36.3405906,daejeon
127.4252765,36.3266995,daejeon
127.3887455,36.3460888,daejeon
127.425959,36.326591,daejeon
127.3886659,36.3528585,daejeon
127.388658,36.3525881,daejeon
127.4004938,36.3980291,daejeon
127.1555731,36.8185036,choongnam
127.424964,36.3272414,daejeon
127.3885171,36.3402593,daejeon
127.1553748,36.8170676,choongnam
127.4253477,36.351896,daejeon
127.384048,36.4328034,daejeon
127.4016753,36.3993554,daejeon
127.1389708,36.4740122,choongnam
127.4522744,36.6327883,choongbook
127.1583919,36.8217948,choongnam
127.4604789,36.6325716,choongbook
127.3899631,36.3456723,daejeon
128.2090327,37.136702,choongbook
127.3881389,36.3528639,daejeon
127.3899631,36.3456723,daejeon
127.3173754,36.3752144,daejeon
127.3855009,36.3436018,daejeon
127.4251725,36.3253913,daejeon
127.4246082,36.350947,daejeon
127.376431,36.3512199,daejeon
126.8990395,35.121807,kwangju
126.8794158,35.1257374,kwangju
126.9142389,35.1375696,kwangju
126.8654832,35.1873216,kwangju
126.9335209,35.1613572,kwangju
126.8731068,35.1975477,kwangju
126.8907499,35.182051,kwangju
127.1122232,36.9938875,kyeonggi
126.8415462,37.5415106,seoul
127.03025,37.4912486,seoul
126.9233622,37.5553995,seoul
126.8132315,37.3003343,kyeonggi
127.1614122,35.8308035,jeonbook
126.971723,37.5314403,seoul
127.0259354,37.5023519,seoul
127.0259354,37.5023519,seoul
127.0259354,37.5023519,seoul
127.0272724,37.5000716,seoul
127.105663,37.2662141,kyeonggi
127.0845661,37.3081993,kyeonggi
127.0784309,37.3132491,kyeonggi
127.0945484,37.3211832,kyeonggi
127.190958,37.2359759,kyeonggi
127.2036204,37.2346461,kyeonggi
127.0737107,37.2764589,kyeonggi
129.1106458,35.1256135,busan
129.1109547,35.1327668,busan
127.4479718,36.3370095,daejeon
129.35549,35.6427442,ulsan
129.2399502,35.5749908,ulsan
129.329585,35.5423367,ulsan
129.3300414,35.5382523,ulsan
129.2957946,35.5347487,ulsan
129.4316423,35.4919909,ulsan
127.9570881,37.3254226,kangwon
127.9500526,37.3307355,kangwon
126.7708412,37.6575411,kyeonggi
127.3371923,36.3557132,daejeon
127.0762813,37.6481682,seoul
127.0697068,37.6363293,seoul
126.9202758,37.5997768,seoul
127.0481747,37.7396138,kyeonggi
126.9816024,37.4835768,seoul
126.9802353,37.4875801,seoul
128.6379409,35.9227576,daegu
126.9724016,37.5255985,seoul
126.9958938,37.534793,seoul
126.9958938,37.534793,seoul
126.9752581,35.9581475,jeonbook
126.976324,37.3995737,kyeonggi
126.9399069,37.4702891,seoul
126.9296173,37.4813747,seoul
127.0191444,37.5157069,seoul
127.0223132,37.5175857,seoul
126.8528168,37.5194823,seoul
127.0839208,37.5108929,seoul
127.0895602,37.5098111,seoul
126.9355136,37.5570243,seoul
126.9324339,37.5562396,seoul
126.9399664,37.5564462,seoul
126.9357537,37.5539954,seoul
126.9397811,37.5592198,seoul
126.9355136,37.5570243,seoul
127.0338576,37.6465183,seoul
127.0611978,36.8179577,choongnam
127.0447101,37.2790371,kyeonggi
127.0282032,37.4956154,seoul
127.0501753,37.5195296,seoul
127.0295425,37.5868192,seoul
126.9867135,37.5684458,seoul
126.9130681,35.1774201,kwangju
126.9130681,35.1774201,kwangju
127.0472183,37.5252175,seoul
127.0406736,37.5238012,seoul
127.0037067,37.5813717,seoul
127.0591306,37.5146383,seoul
127.0591306,37.5146383,seoul
127.0591306,37.5146383,seoul
127.1315153,37.3837734,kyeonggi
126.9831611,37.5807856,seoul
126.9521709,37.4795693,seoul
127.0336038,37.5251303,seoul
127.0201147,37.5153771,seoul
127.0369789,37.5236973,seoul
127.0349215,37.482717,seoul
127.0327822,37.5233152,seoul
126.9248115,37.5305378,seoul
126.9880633,37.5689133,seoul
127.1249428,37.3244016,kyeonggi
126.7772192,37.5011871,kyeonggi
127.0408297,37.5253911,seoul
127.0466174,37.5183881,seoul
127.4892904,36.6345055,choongbook
127.0594748,37.5145239,seoul
127.0594748,37.5145239,seoul
127.0532856,37.51385,seoul
127.0532856,37.51385,seoul
127.0711291,37.5428198,seoul
127.3191407,36.312636,daejeon
128.6221608,35.8606229,daegu
127.0480901,37.2730847,kyeonggi
127.3908911,36.3396613,daejeon
127.1659238,35.823372,jeonbook
128.4855389,35.8495841,daegu
128.6367375,35.9905671,daegu
128.6051356,35.865942,daegu
128.6051356,35.865942,daegu
128.6267558,35.853593,daegu
128.6089839,35.8644047,daegu
128.5605358,35.9430962,daegu
128.7528092,35.8366999,gyeongbook
128.6383222,35.8223988,daegu
127.0646407,37.5044768,seoul
129.3971417,36.0706981,gyeongbook
128.6063962,35.855839,daegu
128.5359266,35.848291,daegu
127.0888571,37.5536705,seoul
128.7312823,36.565163,gyeongbook
128.7019126,36.5625809,gyeongbook
126.8308131,37.3113004,kyeonggi
126.870337,37.2909544,kyeonggi
126.809771,37.3366807,kyeonggi
126.8520347,37.308122,kyeonggi
127.0351347,37.5886681,seoul
126.920795,37.3987402,kyeonggi
126.92305,37.3997943,kyeonggi
127.1284322,37.5517788,seoul
127.0403043,37.5274583,seoul
127.0403043,37.5274583,seoul
127.0403043,37.5274583,seoul
127.0382899,37.5245928,seoul
127.0379821,37.5267141,seoul
127.0274405,37.5249419,seoul
127.1292449,37.4096049,kyeonggi
127.1297323,37.4130731,kyeonggi
127.0102217,37.5545647,seoul
129.0281562,35.3367764,gyeongnam
126.8428807,37.5671777,seoul
127.6572664,34.7563068,jeonnam
127.6840325,34.7471249,jeonnam
126.8111066,37.4858703,kyeonggi
127.0398662,37.4937492,seoul
127.0420728,37.5011593,seoul
127.0358433,37.4994084,seoul
127.0410403,37.5054012,seoul
127.0325557,37.4951105,seoul
126.6793537,37.4132537,incheon
126.6793537,37.4132537,incheon
127.0184756,37.5936477,seoul
126.9389809,37.564089,seoul
127.0363515,37.5083545,seoul
126.8313649,37.6343155,kyeonggi
127.0736331,37.5517986,seoul
129.1324725,35.1666668,busan
129.0611259,35.1514547,busan
126.9789689,37.5636901,seoul
126.7546955,37.4898736,kyeonggi
126.7525601,37.4880697,kyeonggi
126.7527365,37.4856875,kyeonggi
126.6515593,37.3948805,incheon
